item_name,category_name,records_json
石雕（大冶石雕）,传统美术,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""湖北省大冶市"", ""保护单位"": ""湖北尹解元石雕艺术有限公司""}]"
石雕（菊花石雕）,传统美术,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""湖南省浏阳市"", ""保护单位"": ""浏阳市菊花石行业协会""}, {""公布时间"": ""2011(第三批)"", ""申报地区或单位"": ""湖南省工艺美术研究所"", ""保护单位"": ""湖南省工艺美术研究所有限公司""}]"
石雕（雷州石狗）,传统美术,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""广东省雷州市"", ""保护单位"": ""雷州市雷州民俗研究会""}]"
石雕（白花石刻）,传统美术,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""四川省广元市"", ""保护单位"": ""广元市利州区文化馆（广元市利州区图书馆）""}]"
石雕（安岳石刻）,传统美术,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""四川省安岳县"", ""保护单位"": ""安岳县文化馆""}]"
石雕（泽库和日寺石刻）,传统美术,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""青海省泽库县"", ""保护单位"": ""泽库县文化馆（图书馆）""}]"
石雕（沅洲石雕）,传统美术,"[{""公布时间"": ""2014(第四批)"", ""申报地区或单位"": ""湖南省芷江侗族自治县"", ""保护单位"": ""芷江侗族自治县文化遗产保护中心""}]"
石雕（富平石刻）,传统美术,"[{""公布时间"": ""2014(第四批)"", ""申报地区或单位"": ""陕西省富平县"", ""保护单位"": ""富平县古石刻保护研究中心""}]"
石雕（绥德石雕）,传统美术,"[{""公布时间"": ""2014(第四批)"", ""申报地区或单位"": ""陕西省绥德县"", ""保护单位"": ""绥德县文化馆""}]"
石雕（巴林石雕）,传统美术,"[{""公布时间"": ""2021(第五批)"", ""申报地区或单位"": ""内蒙古自治区赤峰市"", ""保护单位"": ""赤峰博物院""}]"
石雕（绿松石雕）,传统美术,"[{""公布时间"": ""2021(第五批)"", ""申报地区或单位"": ""湖北省"", ""保护单位"": ""湖北省工艺美术研究所""}]"
石雕（大足石雕）,传统美术,"[{""公布时间"": ""2021(第五批)"", ""申报地区或单位"": ""重庆市大足区"", ""保护单位"": ""重庆市大足区美术馆（重庆市大足区非物质文化遗产保护中心）""}]"
玉雕（北京玉雕）,传统美术,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""北京市玉器厂"", ""保护单位"": ""北京市玉器厂有限责任公司""}]"
玉雕（苏州玉雕）,传统美术,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""江苏省苏州市"", ""保护单位"": ""苏州博物馆（苏州民俗博物馆、苏州工艺美术博物馆）""}]"
玉雕（镇平玉雕）,传统美术,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""河南省镇平县"", ""保护单位"": ""镇平县石佛寺珠宝玉雕有限公司""}]"
玉雕（广州玉雕）,传统美术,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""广东省广州市荔湾区"", ""保护单位"": ""广州市荔湾区广州玉雕协会""}]"
玉雕（阳美翡翠玉雕）,传统美术,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""广东省揭阳市"", ""保护单位"": ""揭阳产业转移工业园磐东街道阳美经济联合社""}]"
玉雕（海派玉雕）,传统美术,"[{""公布时间"": ""2011(第三批)"", ""申报地区或单位"": ""上海市"", ""保护单位"": ""上海海派玉雕文化协会""}]"
玉雕（腾冲玉雕）,传统美术,"[{""公布时间"": ""2021(第五批)"", ""申报地区或单位"": ""云南省保山市腾冲市"", ""保护单位"": ""腾冲市文化馆""}]"
木雕（曲阜楷木雕刻）,传统美术,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""山东省曲阜市"", ""保护单位"": ""曲阜市公共文化服务中心（曲阜市文化馆、曲阜市图书馆、曲阜市非物质文化遗产保护中心）""}]"
木雕（澳门神像雕刻）,传统美术,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""澳门特别行政区"", ""保护单位"": ""大昌佛像雕刻木器""}]"
木雕（武汉木雕船模）,传统美术,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""湖北省武汉市硚口区"", ""保护单位"": ""武汉市硚口区文化馆""}]"
木雕（紫檀雕刻）,传统美术,"[{""公布时间"": ""2011(第三批)"", ""申报地区或单位"": ""中国紫檀博物馆"", ""保护单位"": ""中国紫檀博物馆""}, {""公布时间"": ""2011(第三批)"", ""申报地区或单位"": ""上海市"", ""保护单位"": ""上海中国紫檀文化研究院""}]"
木雕（莆田木雕）,传统美术,"[{""公布时间"": ""2011(第三批)"", ""申报地区或单位"": ""福建省莆田市"", ""保护单位"": ""莆田市二轻工业联社""}]"
木雕（花瑰艺术）,传统美术,"[{""公布时间"": ""2011(第三批)"", ""申报地区或单位"": ""海南省澄迈县"", ""保护单位"": ""澄迈县文化馆""}]"
木雕（剑川木雕）,传统美术,"[{""公布时间"": ""2011(第三批)"", ""申报地区或单位"": ""云南省剑川县"", ""保护单位"": ""剑川县文化馆""}]"
木雕（永乐桃木雕刻）,传统美术,"[{""公布时间"": ""2014(第四批)"", ""申报地区或单位"": ""山西省芮城县"", ""保护单位"": ""芮城县理天木雕文化研究所""}]"
木雕（东固传统造像）,传统美术,"[{""公布时间"": ""2014(第四批)"", ""申报地区或单位"": ""江西省吉安市青原区"", ""保护单位"": ""吉安市青原区文化馆（区美术馆、区非物质文化遗产保护中心）""}]"
木雕（通山木雕）,传统美术,"[{""公布时间"": ""2014(第四批)"", ""申报地区或单位"": ""湖北省通山县"", ""保护单位"": ""通山县非物质文化遗产保护中心""}]"
木雕（泉州木雕）,传统美术,"[{""公布时间"": ""2021(第五批)"", ""申报地区或单位"": ""福建省泉州市"", ""保护单位"": ""泉州市艺术馆（泉州市闽南文化生态保护中心、泉州市非物质文化遗产保护中心）""}]"
木雕（曹县木雕）,传统美术,"[{""公布时间"": ""2021(第五批)"", ""申报地区或单位"": ""山东省菏泽市曹县"", ""保护单位"": ""山东省曹县云龙木雕工艺有限公司""}]"
木雕（奉节木雕）,传统美术,"[{""公布时间"": ""2021(第五批)"", ""申报地区或单位"": ""重庆市奉节县"", ""保护单位"": ""奉节县文化馆（奉节县非物质文化遗产保护中心）""}]"
木雕（藏族扎囊木雕）,传统美术,"[{""公布时间"": ""2021(第五批)"", ""申报地区或单位"": ""西藏自治区山南市"", ""保护单位"": ""扎囊县虱雕工艺农民专业合作社""}]"
核雕（光福核雕）,传统美术,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""江苏省苏州市"", ""保护单位"": ""苏州市吴中区光福镇文体教育服务中心""}]"
核雕（潍坊核雕）,传统美术,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""山东省潍坊市"", ""保护单位"": ""齐鲁文化（潍坊）生态保护区服务中心（潍坊市文化馆、潍坊市文化遗产保护中心）""}]"
核雕（广州榄雕）,传统美术,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""广东省增城市"", ""保护单位"": ""广州市增城区文化馆""}]"
核雕（大连核雕）,传统美术,"[{""公布时间"": ""2014(第四批)"", ""申报地区或单位"": ""辽宁省大连市西岗区"", ""保护单位"": ""大连市西岗区文化馆""}]"
椰雕（海南椰雕）,传统美术,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""海南省海口市"", ""保护单位"": ""海口市龙华区文化馆""}]"
葫芦雕刻（东昌葫芦雕刻）,传统美术,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""山东省聊城市"", ""保护单位"": ""聊城市东昌府区文化馆""}]"
锡雕,传统美术,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""浙江省永康市"", ""保护单位"": ""浙江荣盛达锡制品有限公司""}, {""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""山东省莱芜市"", ""保护单位"": ""济南市文化馆（济南市非物质文化遗产保护中心、济南市艺术创作研究院）""}]"
锡雕（莲花打锡）,传统美术,"[{""公布时间"": ""2014(第四批)"", ""申报地区或单位"": ""江西省莲花县"", ""保护单位"": ""莲花县文化馆""}]"
锡雕（锦州锡雕）,传统美术,"[{""公布时间"": ""2021(第五批)"", ""申报地区或单位"": ""辽宁省锦州市"", ""保护单位"": ""锦州市凌河区体育旅游服务中心""}]"
汉字书法,传统美术,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""中国文学艺术界联合会书法家协会"", ""保护单位"": ""中国文学艺术界联合会书法家协会""}, {""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""中国艺术研究院中国书法院"", ""保护单位"": ""中国艺术研究院（中国非物质文化遗产保护中心）""}]"
藏文书法（德格藏文书法）,传统美术,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""四川省德格县"", ""保护单位"": ""德格县文化馆""}]"
藏文书法（果洛德昂洒智）,传统美术,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""青海省果洛藏族自治州"", ""保护单位"": ""达日县文化馆""}]"
藏文书法（尼赤）,传统美术,"[{""公布时间"": ""2014(第四批)"", ""申报地区或单位"": ""西藏自治区"", ""保护单位"": ""西藏图书馆""}]"
木版年画（平阳木版年画）,传统美术,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""山西省临汾市"", ""保护单位"": ""临汾市平阳木版年画博物馆""}]"
木版年画（东昌府木版年画）,传统美术,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""山东省聊城市"", ""保护单位"": ""聊城市东昌府区文化馆""}]"
木版年画（张秋木版年画）,传统美术,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""山东省阳谷县"", ""保护单位"": ""阳谷县文化馆""}]"
木版年画（滑县木版年画）,传统美术,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""河南省滑县"", ""保护单位"": ""滑县人民文化馆""}]"
木版年画（夹江年画）,传统美术,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""四川省夹江县"", ""保护单位"": ""夹江县文化馆""}]"
木版年画（老河口木版年画）,传统美术,"[{""公布时间"": ""2011(第三批)"", ""申报地区或单位"": ""湖北省老河口市"", ""保护单位"": ""老河口市群众艺术馆""}]"
彩扎（凤凰纸扎）,传统美术,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""湖南省凤凰县"", ""保护单位"": ""凤凰县非物质文化遗产保护中心""}]"
彩扎（秸秆扎刻）,传统美术,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""河北省永清县"", ""保护单位"": ""永清县文化馆""}]"
彩扎（彩布拧台）,传统美术,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""河北省邯郸市"", ""保护单位"": ""邯郸市邯山区文化馆""}]"
彩扎（邳州纸塑狮子头）,传统美术,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""江苏省邳州市"", ""保护单位"": ""邳州市文化馆""}]"
彩扎（佛山狮头）,传统美术,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""广东省佛山市"", ""保护单位"": ""佛山市民间艺术研究社有限公司""}]"
彩扎（麒麟制作）,传统美术,"[{""公布时间"": ""2014(第四批)"", ""申报地区或单位"": ""广东省东莞市"", ""保护单位"": ""东莞市清溪镇文化服务中心（东莞市清溪镇体育管理服务中心）""}]"
彩扎（铜梁龙灯彩扎）,传统美术,"[{""公布时间"": ""2021(第五批)"", ""申报地区或单位"": ""重庆市铜梁区"", ""保护单位"": ""重庆市铜梁区文化馆（重庆市铜梁区龙文化发展研究中心、重庆市铜梁区非物质文化遗产保护中心）""}]"
龙档（乐清龙档）,传统美术,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""浙江省乐清市"", ""保护单位"": ""乐清市黄家龙档木雕艺术研究所""}]"
常州梳篦,传统美术,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""江苏省常州市"", ""保护单位"": ""常州梳篦厂有限公司""}]"
麦秆剪贴,传统美术,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""浙江省浦江县"", ""保护单位"": ""浦江云花工艺美术有限公司""}, {""公布时间"": ""2014(第四批)"", ""申报地区或单位"": ""黑龙江省哈尔滨市"", ""保护单位"": ""哈尔滨市工艺美术有限责任公司""}, {""公布时间"": ""2014(第四批)"", ""申报地区或单位"": ""河南省清丰县"", ""保护单位"": ""清丰县非物质文化遗产保护中心""}, {""公布时间"": ""2014(第四批)"", ""申报地区或单位"": ""湖北省仙桃市"", ""保护单位"": ""仙桃市群众艺术馆、仙桃市非物质文化遗产保护中心（仙桃市镇办文化服务管理中心）""}]"
北京绢花,传统美术,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""北京市崇文区"", ""保护单位"": ""北京市东城区东花市街道市民活动中心""}]"
北京绢人,传统美术,"[{""公布时间"": ""2021(第五批)"", ""申报地区或单位"": ""北京市东城区"", ""保护单位"": ""北京市东城区东花市街道市民活动中心""}]"
堆锦（上党堆锦）,传统美术,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""山西省长治市堆锦研究所"", ""保护单位"": ""山西省长治堆锦研究所""}, {""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""山西省长治市群众艺术馆"", ""保护单位"": ""长治市黄河工艺美术学校""}]"
湟中堆绣,传统美术,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""青海省湟中县"", ""保护单位"": ""湟中县文化馆""}]"
瓯绣,传统美术,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""浙江省温州市"", ""保护单位"": ""温州市工艺美术研究院""}]"
汴绣,传统美术,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""河南省开封市"", ""保护单位"": ""开封汴绣厂""}]"
汉绣,传统美术,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""湖北省武汉市江汉区"", ""保护单位"": ""武汉市江汉区文化馆""}]"
羌族刺绣,传统美术,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""四川省汶川县"", ""保护单位"": ""汶川县文化馆""}]"
民间绣活（高平绣活）,传统美术,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""山西省高平市"", ""保护单位"": ""高平市文化馆（高平市上党梆子研究发展中心）""}]"
民间绣活（麻柳刺绣）,传统美术,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""四川省广元市"", ""保护单位"": ""广元市朝天区文化馆""}]"
民间绣活（西秦刺绣）,传统美术,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""陕西省宝鸡市"", ""保护单位"": ""宝鸡市群众艺术馆（宝鸡市非物质文化遗产保护中心）""}]"
民间绣活（澄城刺绣）,传统美术,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""陕西省澄城县"", ""保护单位"": ""澄城县文化馆（澄城县非物质文化遗产保护中心）""}]"
民间绣活（红安绣活）,传统美术,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""湖北省红安县"", ""保护单位"": ""红安县文化馆""}]"
民间绣活（阳新布贴）,传统美术,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""湖北省阳新县"", ""保护单位"": ""阳新县文化馆""}]"
民间绣活（夏布绣）,传统美术,"[{""公布时间"": ""2014(第四批)"", ""申报地区或单位"": ""江西省新余市"", ""保护单位"": ""江西渝州绣坊有限公司""}]"
民间绣活（宁夏刺绣）,传统美术,"[{""公布时间"": ""2021(第五批)"", ""申报地区或单位"": ""宁夏回族自治区"", ""保护单位"": ""宁夏回族自治区文化馆（宁夏回族自治区非物质文化遗产保护中心、宁夏回族自治区展览馆）""}]"
彝族（撒尼）刺绣,传统美术,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""云南省石林彝族自治县"", ""保护单位"": ""石林彝族自治县阿诗玛文化传承与保护中心（石林彝族自治县阿诗玛文化研究所、石林彝族自治县非物质文化遗产保护中心）""}]"
维吾尔族刺绣,传统美术,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""新疆维吾尔自治区哈密地区"", ""保护单位"": ""哈密市文化馆""}]"
满族刺绣（岫岩满族民间刺绣）,传统美术,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""辽宁省岫岩满族自治县"", ""保护单位"": ""岫岩满族自治县文化馆""}]"
满族刺绣（锦州满族民间刺绣）,传统美术,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""辽宁省锦州市古塔区"", ""保护单位"": ""锦州市夏氏满族工艺发展有限公司""}]"
满族刺绣（长白山满族枕头顶刺绣）,传统美术,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""吉林省通化市"", ""保护单位"": ""通化师范学院""}]"
满族刺绣,传统美术,"[{""公布时间"": ""2014(第四批)"", ""申报地区或单位"": ""黑龙江省克东县"", ""保护单位"": ""克东县北方满绣艺术研究所""}, {""公布时间"": ""2014(第四批)"", ""申报地区或单位"": ""黑龙江省牡丹江市"", ""保护单位"": ""牡丹江渤海靺鞨文化发展有限公司""}]"
满族刺绣（宁安满族刺绣）,传统美术,"[{""公布时间"": ""2021(第五批)"", ""申报地区或单位"": ""黑龙江省牡丹江市宁安市"", ""保护单位"": ""宁安市文化馆""}]"
蒙古族刺绣,传统美术,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""新疆维吾尔自治区博湖县"", ""保护单位"": ""博湖县非物质文化遗产保护中心""}, {""公布时间"": ""2014(第四批)"", ""申报地区或单位"": ""内蒙古自治区苏尼特左旗"", ""保护单位"": ""苏尼特左旗文体旅游事业发展中心""}]"
蒙古族刺绣（图什业图刺绣）,传统美术,"[{""公布时间"": ""2021(第五批)"", ""申报地区或单位"": ""内蒙古自治区兴安盟科尔沁右翼中旗"", ""保护单位"": ""科尔沁右翼中旗文化馆""}]"
柯尔克孜族刺绣,传统美术,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""新疆维吾尔自治区温宿县"", ""保护单位"": ""温宿县文化馆（温宿县文工团）""}]"
哈萨克毡绣和布绣,传统美术,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""新疆生产建设兵团农六师"", ""保护单位"": ""新疆生产建设兵团第六师五家渠市文化体育广电和旅游局""}]"
料器（北京料器）,传统美术,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""北京京城百工坊艺术品有限公司"", ""保护单位"": ""北京兰香双龙商贸有限公司""}]"
料器（葡萄常料器）,传统美术,"[{""公布时间"": ""2011(第三批)"", ""申报地区或单位"": ""北京市东城区"", ""保护单位"": ""北京市东城区东花市街道市民活动中心""}]"
瓯塑,传统美术,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""浙江省温州市"", ""保护单位"": ""浙江云艺装饰有限公司""}]"
砖塑（鄄城砖塑）,传统美术,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""山东省鄄城县"", ""保护单位"": ""鄄城县文物管理所（中国鲁锦博物馆）""}]"
灰塑,传统美术,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""广东省广州市"", ""保护单位"": ""广州市花都区文化馆（广州市花都区非物质文化遗产保护中心）""}]"
糖塑（丰县糖人贡）,传统美术,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""江苏省徐州市丰县"", ""保护单位"": ""丰县文化馆""}]"
糖塑（天门糖塑）,传统美术,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""湖北省天门市"", ""保护单位"": ""天门市群众艺术馆""}]"
糖塑（成都糖画）,传统美术,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""四川省成都市"", ""保护单位"": ""成都市锦江区文化馆""}]"
瓷板画,传统美术,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""江西省南昌市"", ""保护单位"": ""南昌画院（南昌美术馆、南昌瓷板画研究中心）""}]"
软木画,传统美术,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""福建省福州市"", ""保护单位"": ""福州西园软木画协会""}]"
镶嵌（彩石镶嵌）,传统美术,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""浙江省温州市鹿城区"", ""保护单位"": ""温州崇林斋工艺品有限公司""}, {""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""浙江省温州市瓯海区"", ""保护单位"": ""温州市瓯海区文化馆""}, {""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""浙江省仙居县"", ""保护单位"": ""仙居县文化遗产保护中心""}]"
镶嵌（骨木镶嵌）,传统美术,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""浙江省宁波市"", ""保护单位"": ""宁波市鄞州紫林坊艺术馆""}]"
镶嵌（嵌瓷）,传统美术,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""广东省汕头市"", ""保护单位"": ""汕头市潮南区成田镇大寮嵌瓷工艺社""}, {""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""广东省普宁市"", ""保护单位"": ""普宁市文化馆""}]"
镶嵌（潮州嵌瓷）,传统美术,"[{""公布时间"": ""2011(第三批)"", ""申报地区或单位"": ""广东省潮州市工艺美术研究院"", ""保护单位"": ""潮州市工艺美术研究院""}]"
新会葵艺,传统美术,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""广东省江门市新会区"", ""保护单位"": ""新会区会城葵乡传统工艺品经营中心""}]"
传统插花,传统美术,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""北京林业大学"", ""保护单位"": ""北京林业大学""}]"
盆景技艺（扬派盆景技艺）,传统美术,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""江苏省扬州市"", ""保护单位"": ""扬州市瘦西湖风景区管理处""}, {""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""江苏省泰州市"", ""保护单位"": ""泰州市市政园林事业中心""}]"
盆景技艺（徽派盆景技艺）,传统美术,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""安徽省歙县"", ""保护单位"": ""歙县徽派盆景协会""}]"
盆景技艺（英石假山盆景技艺）,传统美术,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""广东省英德市"", ""保护单位"": ""英德市奇石协会""}]"
盆景技艺（苏派盆景技艺）,传统美术,"[{""公布时间"": ""2011(第三批)"", ""申报地区或单位"": ""江苏省苏州市"", ""保护单位"": ""苏州市虎丘山风景名胜区管理处""}]"
盆景技艺（川派盆景技艺）,传统美术,"[{""公布时间"": ""2011(第三批)"", ""申报地区或单位"": ""四川省盆景艺术家协会"", ""保护单位"": ""四川省盆景协会""}]"
盆景技艺（如皋盆景）,传统美术,"[{""公布时间"": ""2014(第四批)"", ""申报地区或单位"": ""江苏省如皋市"", ""保护单位"": ""如皋市花木盆景产业联合会""}]"
布老虎（黎侯虎）,传统美术,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""山西省黎城县"", ""保护单位"": ""黎城县人民文化馆""}]"
建筑彩绘（白族民居彩绘）,传统美术,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""云南省大理市"", ""保护单位"": ""大理市非物质文化遗产保护管理所""}]"
建筑彩绘（陕北匠艺丹青）,传统美术,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""陕西省"", ""保护单位"": ""榆林市公共文化服务中心（榆林市博物馆、榆林市图书馆、榆林市文化馆）""}]"
建筑彩绘（炕围画）,传统美术,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""山西省襄垣县"", ""保护单位"": ""襄垣县美术馆（襄垣县非物质文化遗产保护中心）""}]"
建筑彩绘（传统地仗彩画）,传统美术,"[{""公布时间"": ""2011(第三批)"", ""申报地区或单位"": ""辽宁省沈阳市"", ""保护单位"": ""沈阳市泰然古建筑维修学校""}]"
建筑彩绘（北京建筑彩绘）,传统美术,"[{""公布时间"": ""2021(第五批)"", ""申报地区或单位"": ""北京市西城区"", ""保护单位"": ""北京市园林古建工程有限公司""}]"
建筑彩绘（中卫建筑彩绘）,传统美术,"[{""公布时间"": ""2021(第五批)"", ""申报地区或单位"": ""宁夏回族自治区中卫市"", ""保护单位"": ""宁夏艺轩古建筑工程有限公司""}]"
棕编（新繁棕编）,传统美术,"[{""公布时间"": ""2011(第三批)"", ""申报地区或单位"": ""四川省成都市新都区"", ""保护单位"": ""成都市新都区文化馆""}]"
苗画,传统美术,"[{""公布时间"": ""2011(第三批)"", ""申报地区或单位"": ""湖南省保靖县"", ""保护单位"": ""保靖县非物质文化遗产保护中心""}]"
嘉兴灶头画,传统美术,"[{""公布时间"": ""2011(第三批)"", ""申报地区或单位"": ""浙江省嘉兴市"", ""保护单位"": ""嘉兴市文化馆（嘉兴市非物质文化遗产保护中心）""}]"
永春纸织画,传统美术,"[{""公布时间"": ""2011(第三批)"", ""申报地区或单位"": ""福建省永春县"", ""保护单位"": ""永春县美术家协会""}]"
平遥纱阁戏人,传统美术,"[{""公布时间"": ""2011(第三批)"", ""申报地区或单位"": ""山西省平遥县"", ""保护单位"": ""平遥县文化和旅游发展中心""}]"
清徐彩门楼,传统美术,"[{""公布时间"": ""2011(第三批)"", ""申报地区或单位"": ""山西省清徐县"", ""保护单位"": ""清徐县文化旅游事业发展中心（清徐县文物保护中心、清徐县文化馆）""}]"
上海绒绣,传统美术,"[{""公布时间"": ""2011(第三批)"", ""申报地区或单位"": ""上海市浦东新区"", ""保护单位"": ""上海市浦东新区绒绣协会""}]"
宁波金银彩绣,传统美术,"[{""公布时间"": ""2011(第三批)"", ""申报地区或单位"": ""浙江省宁波市鄞州区"", ""保护单位"": ""宁波金银彩绣有限公司""}]"
瑶族刺绣,传统美术,"[{""公布时间"": ""2011(第三批)"", ""申报地区或单位"": ""广东省乳源瑶族自治县"", ""保护单位"": ""乳源瑶族自治县非物质文化遗产保护中心（乳源瑶族自治县民族文化研究中心）""}]"
藏族编织、挑花刺绣工艺,传统美术,"[{""公布时间"": ""2011(第三批)"", ""申报地区或单位"": ""四川省阿坝藏族羌族自治州"", ""保护单位"": ""阿坝藏族羌族自治州藏族传统编织挑花刺绣协会""}]"
侗族刺绣,传统美术,"[{""公布时间"": ""2011(第三批)"", ""申报地区或单位"": ""贵州省锦屏县"", ""保护单位"": ""锦屏县非物质文化遗产保护中心""}]"
锡伯族刺绣,传统美术,"[{""公布时间"": ""2011(第三批)"", ""申报地区或单位"": ""新疆维吾尔自治区察布查尔锡伯自治县"", ""保护单位"": ""察布查尔锡伯自治县文化馆""}]"
宁波泥金彩漆,传统美术,"[{""公布时间"": ""2011(第三批)"", ""申报地区或单位"": ""浙江省宁海县"", ""保护单位"": ""宁波东方艺术品有限公司""}]"
京绣,传统美术,"[{""公布时间"": ""2014(第四批)"", ""申报地区或单位"": ""北京市房山区"", ""保护单位"": ""北京京都绣娘手工艺品专业合作社""}, {""公布时间"": ""2014(第四批)"", ""申报地区或单位"": ""河北省定兴县"", ""保护单位"": ""定兴县燕都刺绣工艺品制造有限公司""}]"
京绣（北京补绣）,传统美术,"[{""公布时间"": ""2021(第五批)"", ""申报地区或单位"": ""北京市朝阳区"", ""保护单位"": ""北京工美集团有限责任公司""}]"
布糊画,传统美术,"[{""公布时间"": ""2014(第四批)"", ""申报地区或单位"": ""河北省丰宁满族自治县"", ""保护单位"": ""丰宁满族自治县非物质文化遗产保护中心""}]"
抽纱（汕头抽纱）,传统美术,"[{""公布时间"": ""2014(第四批)"", ""申报地区或单位"": ""广东省汕头市"", ""保护单位"": ""中国抽纱汕头进出口有限公司""}]"
